year,eventYears,numAchieved,numEvents,numEventsAll,eventLength,eventLengthAchieved,totalEventDays,totalEventDaysAchieved,maxEventDays,maxRollingEvents,maxRollingAchievement,missingDays,totalPossibleDays,ewrCode,scenario,gauge,pu,state,sWSDLName,multigauge,rollingMaxInterEvent,rollingMaxInterEventAchieved
2002,0.0,0.0,0.0,1.0,24.0,24.0,24.0,24.0,24.0,0.0,0.0,0.0,365.0,BF1b,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,341,0
2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,366.0,BF1b,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,707,0
2004,0.0,0.0,0.0,4.0,8.25,8.25,33.0,33.0,25.0,13.0,0.0,0.0,365.0,BF1b,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,281,0
2005,0.0,0.0,0.0,4.0,9.75,9.75,39.0,39.0,14.0,14.0,0.0,0.0,365.0,BF1b,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,215,0
2006,0.0,0.0,0.0,4.0,4.0,4.0,16.0,16.0,9.0,3.0,0.0,0.0,365.0,BF1b,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,241,0
2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,366.0,BF1b,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,578,0
2008,0.0,0.0,0.0,1.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,365.0,BF1b,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,361,0
2009,0.0,0.0,0.0,1.0,4.0,4.0,4.0,4.0,4.0,69.0,0.0,0.0,365.0,BF1b,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,503,0
2010,0.0,0.0,0.0,2.0,40.0,40.0,80.0,80.0,69.0,91.0,0.0,0.0,365.0,BF1b,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,276,0
2011,0.0,0.0,0.0,3.0,48.0,48.0,144.0,144.0,132.0,132.0,0.0,0.0,366.0,BF1b,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,213,0
2012,0.0,0.0,0.0,2.0,73.5,73.5,147.0,147.0,75.0,75.0,0.0,0.0,365.0,BF1b,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,212,0
2013,0.0,0.0,0.0,3.0,27.333333333333332,27.333333333333332,82.0,82.0,62.0,33.0,0.0,0.0,365.0,BF1b,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,246,0
2014,0.0,0.0,0.0,1.0,33.0,33.0,33.0,33.0,33.0,10.0,0.0,0.0,365.0,BF1b,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,331,0
2015,0.0,0.0,0.0,2.0,6.0,6.0,12.0,12.0,10.0,0.0,0.0,0.0,366.0,BF1b,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,350,0
2016,0.0,0.0,0.0,2.0,11.0,11.0,22.0,22.0,16.0,91.0,0.0,0.0,365.0,BF1b,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,468,0
2017,1.0,1.0,1.0,1.0,153.0,153.0,153.0,153.0,153.0,153.0,1.0,0.0,365.0,BF1b,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,212,0
2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,BF1b,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,577,0
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,366.0,BF1b,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,943,0
2020,0.0,0.0,0.0,1.0,30.0,30.0,30.0,30.0,30.0,91.0,0.0,0.0,365.0,BF1b,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,335,0
2021,1.0,1.0,1.0,1.0,153.0,153.0,153.0,153.0,153.0,153.0,1.0,0.0,365.0,BF1b,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,212,0
2022,1.0,1.0,1.0,1.0,153.0,153.0,153.0,153.0,153.0,153.0,1.0,0.0,365.0,BF1b,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,212,0
2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,366.0,BF1b,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,578,0
2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,365.0,BF1b,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,943,0
2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,BF1b,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,979,0
1961,,,,,,,,,,,,,,BF1b,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,0,1
1962,1.0,3.0,3.0,3.0,16.666666666666668,16.666666666666668,50.0,50.0,27.0,27.0,1.0,0.0,365.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,230,1
1963,1.0,1.0,1.0,1.0,43.0,43.0,43.0,43.0,43.0,43.0,1.0,0.0,366.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,258,1
1964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,491,1
1965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,856,0
1966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,1221,0
1967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,1587,0
1968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,1952,0
1969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,2317,0
1970,1.0,1.0,1.0,1.0,110.0,110.0,110.0,110.0,110.0,110.0,1.0,0.0,365.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,2511,0
1971,1.0,1.0,1.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,0.0,366.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,299,1
1972,1.0,1.0,1.0,1.0,18.0,18.0,18.0,18.0,18.0,18.0,1.0,0.0,365.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,381,1
1973,1.0,1.0,1.0,1.0,151.0,151.0,151.0,151.0,151.0,151.0,1.0,0.0,365.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,239,1
1974,1.0,1.0,1.0,1.0,28.0,28.0,28.0,28.0,28.0,28.0,1.0,0.0,365.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,337,1
1975,1.0,1.0,1.0,1.0,104.0,104.0,104.0,104.0,104.0,104.0,1.0,0.0,366.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,262,1
1976,1.0,2.0,2.0,2.0,43.0,43.0,86.0,86.0,51.0,51.0,1.0,0.0,365.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,214,1
1977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,426,1
1978,1.0,1.0,1.0,1.0,58.0,58.0,58.0,58.0,58.0,58.0,1.0,0.0,365.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,579,1
1979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,520,1
1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,885,0
1981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,1250,0
1982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,1615,0
1983,1.0,1.0,1.0,1.0,152.0,152.0,152.0,152.0,152.0,152.0,1.0,0.0,366.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,1768,0
1984,1.0,1.0,1.0,1.0,25.0,25.0,25.0,25.0,25.0,25.0,1.0,0.0,365.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,224,1
1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,542,1
1986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,907,0
1987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,1273,0
1988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,1638,0
1989,1.0,1.0,1.0,2.0,30.5,57.0,61.0,57.0,57.0,57.0,1.0,0.0,365.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,1791,0
1990,1.0,1.0,1.0,1.0,41.0,41.0,41.0,41.0,41.0,41.0,1.0,0.0,365.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,308,1
1991,1.0,1.0,1.0,1.0,18.0,18.0,18.0,18.0,18.0,18.0,1.0,0.0,366.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,324,1
1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,560,1
1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,925,0
1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,1290,0
1995,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,366.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,1656,0
1996,1.0,1.0,1.0,1.0,52.0,52.0,52.0,52.0,52.0,52.0,1.0,0.0,365.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,1838,0
1997,1.0,2.0,2.0,2.0,12.5,12.5,25.0,25.0,15.0,15.0,1.0,0.0,365.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,284,1
1998,1.0,1.0,1.0,1.0,32.0,32.0,32.0,32.0,32.0,32.0,1.0,0.0,365.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,324,1
1999,1.0,1.0,1.0,1.0,32.0,32.0,32.0,32.0,32.0,32.0,1.0,0.0,366.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,333,1
2000,1.0,2.0,2.0,2.0,54.5,54.5,109.0,109.0,66.0,66.0,1.0,0.0,365.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,334,1
2001,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,365.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,453,1
2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,818,0
2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,1184,0
2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,1549,0
2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,1914,0
2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,2279,0
2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,2645,0
2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,3010,0
2009,1.0,2.0,2.0,2.0,20.0,20.0,40.0,40.0,25.0,25.0,1.0,0.0,365.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,3213,0
2010,1.0,1.0,1.0,1.0,151.0,151.0,151.0,151.0,151.0,151.0,1.0,0.0,365.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,273,1
2011,1.0,1.0,1.0,1.0,138.0,138.0,138.0,138.0,138.0,138.0,1.0,0.0,366.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,228,1
2012,1.0,2.0,2.0,2.0,17.0,17.0,34.0,34.0,23.0,23.0,1.0,0.0,365.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,214,1
2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,426,1
2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,791,0
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,1157,0
2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,1522,0
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,1887,0
2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,2252,0
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,2618,0
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,2983,0
2021,1.0,2.0,2.0,2.0,59.0,59.0,118.0,118.0,96.0,96.0,1.0,0.0,365.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,3140,0
2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,426,1
2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,366.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,792,0
2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,310.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,1102,0
2025,,,,,,,,,,,,,,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,0,1
1961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,LF2_P,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,32,1
1962,0.0,0.0,0.0,3.0,9.666666666666666,0.0,29.0,0.0,22.0,22.0,0.0,0.0,365.0,NestS1,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,397,0
1963,0.0,0.0,0.0,2.0,24.5,0.0,49.0,0.0,45.0,45.0,0.0,0.0,366.0,NestS1,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,763,0
1964,0.0,0.0,0.0,1.0,17.0,0.0,17.0,0.0,17.0,17.0,0.0,0.0,365.0,NestS1,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,1128,0
1965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,NestS1,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,1493,0
1966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,NestS1,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,1858,0
1967,0.0,0.0,0.0,3.0,4.666666666666667,0.0,14.0,0.0,8.0,8.0,0.0,0.0,366.0,NestS1,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,2224,0
1968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,NestS1,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,2589,0
1969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,NestS1,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,2954,0
1970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,NestS1,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,3319,0
1971,0.0,0.0,0.0,1.0,57.0,0.0,57.0,0.0,57.0,57.0,0.0,0.0,366.0,NestS1,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,3685,0
1972,0.0,0.0,0.0,2.0,3.0,0.0,6.0,0.0,3.0,3.0,0.0,0.0,365.0,NestS1,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,4050,0
1973,1.0,1.0,1.0,2.0,42.5,79.0,85.0,79.0,79.0,79.0,1.0,0.0,365.0,NestS1,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,4124,0
1974,0.0,0.0,0.0,1.0,11.0,0.0,11.0,0.0,11.0,11.0,0.0,0.0,365.0,NestS1,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,577,0
1975,0.0,0.0,0.0,1.0,13.0,0.0,13.0,0.0,13.0,13.0,0.0,0.0,366.0,NestS1,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,943,0
1976,0.0,0.0,0.0,1.0,17.0,0.0,17.0,0.0,17.0,17.0,0.0,0.0,365.0,NestS1,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,1308,0
1977,0.0,0.0,0.0,1.0,12.0,0.0,12.0,0.0,12.0,12.0,0.0,0.0,365.0,NestS1,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,1673,0
1978,1.0,1.0,1.0,1.0,91.0,91.0,91.0,91.0,91.0,91.0,1.0,0.0,365.0,NestS1,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,1735,0
1979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,NestS1,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,578,0
1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,NestS1,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,943,0
1981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,NestS1,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,1308,0
1982,0.0,0.0,0.0,2.0,6.5,0.0,13.0,0.0,10.0,10.0,0.0,0.0,365.0,NestS1,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,1673,0
1983,1.0,1.0,1.0,1.0,79.0,79.0,79.0,79.0,79.0,79.0,1.0,0.0,366.0,NestS1,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,1747,0
1984,1.0,1.0,1.0,1.0,88.0,88.0,88.0,88.0,88.0,88.0,1.0,0.0,365.0,NestS1,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,275,1
1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,NestS1,hydrographs_LowerDarling_20250514,425012,Lower Darling River - Weir 32 to downstream Burtundy,NSW,Lower Darling,,580,0
