Date,412002_level,412002_flow,412005_level,412005_flow,412038_level,412038_flow,421001_level,421001_flow,421004_level,421004_flow,421011_level,421011_flow
2015-02-07,7.052,5168.548,1.94,535.564,3.536,2321.608,2,3973.612,6.776,1619.052,-0.444,0
2015-02-08,7.136,5398.144,1.92,502.688,3.512,2244.752,1.808,2837.172,6.56,1111.732,-0.496,0
2015-02-09,7.08,5242.68,1.888,450.144,3.468,2086.128,1.808,2850.524,6.396,798.512,-0.516,0
2015-02-10,7.068,5208.48,1.84,397.428,3.516,2252.532,1.744,2528.432,6.416,828.112,-0.488,0
2015-02-11,7.364,5965.588,1.788,347.84,3.572,2482.756,1.732,2472.536,6.424,843.536,-0.412,0
2015-02-12,7.796,7110.608,1.74,308.536,3.484,2145.06,1.904,3416.676,6.228,507.3,-0.392,0
2015-02-13,7.704,6883.1,1.684,278.748,3.424,1940.116,2.156,4950.632,6.128,355.108,-0.448,0
2015-02-14,6.908,4805.88,1.64,255.7,3.392,1830.992,2.12,4730.292,6.432,877.672,-0.52,0
2015-02-15,6.352,3447.476,1.62,246.66,3.324,1619.616,2.016,4068.472,6.656,1312.512,-0.52,0
2015-02-16,6.196,3103.68,1.664,267.568,3.36,1732.648,1.9,3356.684,6.696,1412.728,-0.52,0
2015-02-17,6.172,3050.372,1.756,321.948,3.468,2088.716,1.748,2554.512,6.7,1440.14,-0.52,0
2015-02-18,6.224,3168.684,1.808,367.536,3.42,1919.836,1.732,2458.72,6.572,1137.968,-0.52,0
2015-02-19,6.448,3677.816,1.84,399.316,3.376,1783.892,1.784,2736.108,6.556,1103.208,-0.52,0
2015-02-20,6.744,4376.664,1.868,426.72,3.372,1760.136,1.808,2843.92,6.66,1330.356,-0.52,0
2015-02-21,6.524,3853.224,1.884,447.508,3.324,1622.252,1.832,2967.04,6.624,1247.284,-0.52,0
2015-02-22,6.296,3322.124,1.896,460.8,3.252,1402.48,1.832,2965.684,6.556,1103.304,-0.52,0
2015-02-23,6.196,3109.508,1.896,460.8,3.188,1240.448,1.864,3135.8,6.544,1082.044,-0.52,0
2015-02-24,6.04,2802.792,1.924,506.004,3.06,939.256,1.908,3381.216,6.52,1033.1,-0.52,0
2015-02-25,5.936,2609.86,1.928,517.824,3.112,1057.436,1.928,3509.804,6.508,1008.932,-0.52,0
2015-02-26,5.896,2533.48,1.848,407.352,2.976,775.988,1.936,3547.848,6.404,811.408,-0.52,0
2015-02-27,6.14,3019.636,1.844,400.368,3.008,837.436,1.888,3293.932,6.292,610.6,-0.52,0
2015-02-28,6.448,3667.872,1.852,410.604,3.168,1200.52,1.748,2549.752,6.432,862.98,-0.52,0
2015-03-01,6.46,3692.808,1.912,486.34,3.42,1928.6,1.604,1913.564,6.504,1002.056,-0.52,0
2015-03-02,6.468,3715.784,1.872,431.088,3.136,1112.988,1.592,1868.988,6.576,1144.852,-0.52,0
2015-03-03,6.316,3378.772,1.82,378.652,3.176,1207.6,1.656,2108.184,6.668,1339.04,-0.52,0
2015-03-04,5.984,2692.184,1.784,346.04,3.212,1302.884,1.588,1852.384,6.508,1006.368,-0.52,0
2015-03-05,6,2721.44,1.776,336.572,3.412,1903.14,1.576,1811.432,6.452,893.432,-0.52,0
2015-03-06,5.964,2656.888,1.772,335.108,3.296,1531.78,1.744,2538.876,6.34,694.68,-0.52,0
2015-03-07,6.116,2965.776,1.816,373.912,3.272,1466.464,1.764,2627.668,6.24,522.924,-0.52,0
2015-03-08,6.596,4020.368,1.812,370.588,3.216,1311.38,1.672,2180.152,6.408,816.112,-0.52,0
2015-03-09,6.592,4016.7,1.684,282.592,3.184,1227.824,1.568,1792.96,6.404,805.868,-0.52,0
2015-03-10,6.376,3498.968,1.504,196.368,3.076,972.576,1.644,2068.092,6.256,550.768,-0.52,0
2015-03-11,6.388,3526.84,1.408,162.176,3.132,1099.12,1.688,2264.188,6.452,894.776,-0.52,0
2015-03-12,6.152,3023.9,1.416,164.92,3.18,1212.648,1.684,2232.324,6.456,902.912,-0.52,0
2015-03-13,6,2725.004,1.476,186.084,3.216,1304.068,1.696,2291.484,6.444,880.272,-0.52,0
2015-03-14,5.956,2643.544,1.512,199.104,3.032,889.512,1.672,2189.428,6.432,857.944,-0.52,0
2015-03-15,5.948,2629.204,1.56,219.168,3.012,847.564,1.66,2123.104,6.516,1025.1,-0.52,0
2015-03-16,5.988,2699.524,1.6,237.092,3.092,1010.856,1.652,2099.244,6.548,1092.188,-0.52,0
2015-03-17,6.12,2954.388,1.62,245.756,2.988,795.16,1.696,2286.956,6.552,1099.272,-0.52,0
2015-03-18,6.188,3090.388,1.648,260.468,2.916,658.304,1.644,2063.136,6.528,1049.316,-0.52,0
2015-03-19,6.24,3201.668,1.636,254.568,2.944,716.312,1.616,1939.804,6.468,927.16,-0.52,0
2015-03-20,6.368,3483.204,1.652,261.432,2.952,726.196,1.636,2014.352,6.456,907.884,-0.52,0
2015-03-21,6.216,3155.98,1.64,256.66,2.94,705.02,1.64,2044.572,6.532,1052.564,-0.52,0
2015-03-22,6.1,2912.168,1.7,287.396,2.924,680.42,1.628,1988.188,6.56,1116.364,-0.52,0
2015-03-23,6.108,2929.408,1.744,311.252,2.924,678.072,1.656,2114.44,6.532,1056.728,-0.52,0
2015-03-24,6.104,2921.828,1.764,328.6,2.92,666.812,1.628,1992.216,6.468,928.02,-0.52,0
2015-03-25,6.068,2850.716,1.796,353.716,2.852,535.388,1.6,1884.904,6.444,883.884,-0.52,0
2015-03-26,6.04,2801.212,1.816,373.912,2.876,577.472,1.564,1771.18,6.328,668.2,-0.52,0
2015-03-27,6.056,2831.72,1.82,377.512,2.916,662.784,1.572,1799.476,6.416,834.652,-0.52,0
2015-03-28,6.056,2828.288,1.816,374.804,2.92,666.164,1.488,1555.716,6.54,1071.216,-0.52,0
2015-03-29,6.076,2867.164,1.82,376.224,2.88,584.812,1.44,1423.312,6.52,1026.568,-0.52,0
2015-03-30,6.052,2824.628,1.812,370,2.876,579.536,1.456,1463.708,6.496,977.816,-0.52,0
2015-03-31,6.032,2783.872,1.792,352.496,2.884,595.624,1.456,1458.088,6.488,963.86,-0.52,0
2015-04-01,6.04,2798.836,1.78,340.808,2.904,638.952,1.452,1453.224,6.516,1020.452,-0.52,0
2015-04-02,6.056,2829.88,1.752,320.96,2.908,645.644,1.476,1520.98,6.476,942.108,-0.52,0
2015-04-03,5.952,2638.336,1.676,273.94,2.908,649.072,1.532,1683.464,6.452,897.796,-0.52,0
2015-04-04,5.876,2495.848,1.676,273.38,2.884,593.816,1.592,1866.368,6.436,865.276,-0.52,0
2015-04-05,5.908,2554.804,1.712,292.392,2.836,510.16,1.572,1798.764,6.436,868.54,-0.52,0
2015-04-06,5.872,2491.112,1.716,296.312,2.796,434.56,1.544,1719.776,6.42,836.688,-0.52,0
2015-04-07,5.668,2111.708,1.716,295.664,2.768,389.348,1.552,1733.568,6.356,721.552,-0.52,0
2015-04-08,5.6,1992.084,1.728,301.96,2.76,379.224,1.552,1734.08,6.32,654.128,-0.52,0
2015-04-09,5.592,1974.044,1.672,272.844,2.764,386.176,1.488,1554.724,6.4,800.02,-0.52,0
2015-04-10,5.644,2071.116,1.584,229.152,2.704,299.12,1.46,1472.992,6.332,676.056,-0.52,0
2015-04-11,5.516,1841.18,1.648,259.516,2.688,277.712,1.456,1463.948,6.236,516.12,-0.52,0
2015-04-12,5.46,1740.248,1.676,273.824,2.684,268.796,1.364,1244.776,6.264,563.324,-0.52,0
2015-04-13,5.328,1494.644,1.664,269.032,2.684,269.228,1.272,1042.948,6.328,669.388,-0.52,0
2015-04-14,5.324,1481.188,1.668,269.948,2.632,207.84,1.264,1029.732,6.268,567.408,-0.52,0
2015-04-15,5.304,1448.128,1.764,327.536,2.616,190.616,1.268,1032.624,6.256,549.024,-0.52,0
2015-04-16,5.348,1528.168,1.804,363.728,2.644,221.388,1.272,1040.576,6.332,674.332,-0.52,0
2015-04-17,5.328,1494.696,1.832,391.096,2.64,217.156,1.316,1133.36,6.272,574.692,-0.52,0
2015-04-18,5.28,1406.088,1.824,383.596,2.62,193.604,1.388,1295.46,6.256,548.172,-0.52,0
2015-04-19,5.312,1462.212,1.764,326.304,2.616,190.52,1.392,1304.38,6.24,524.444,-0.52,0
2015-04-20,5.324,1481.544,1.752,316.232,2.608,183.62,1.484,1536.792,6.3,623.148,-0.52,0
2015-04-21,5.3,1440.34,1.72,298.32,2.592,168.572,1.448,1443.488,6.356,723.7,-0.52,0
2015-04-22,5.192,1252.752,1.704,288.604,2.584,157.92,1.384,1291.12,6.44,871.992,-0.52,0
2015-04-23,5.092,1076.492,1.74,309.064,2.584,158.664,1.208,932.832,6.472,938.164,-0.52,0
2015-04-24,5.124,1134.148,1.728,301.32,2.588,161.176,1.08,710.876,6.472,934.356,-0.52,0
2015-04-25,5.184,1232.416,1.704,289.508,2.584,159.832,1.032,636.472,6.488,964.244,-0.52,0
2015-04-26,5.156,1189.008,1.68,276.992,2.596,170.1,1.116,776.732,6.424,846.216,-0.52,0
2015-04-27,5.124,1130.32,1.656,263.256,2.908,646.288,1.288,1075.328,6.364,732.852,-0.52,0
2015-04-28,4.976,872.856,1.62,246.588,2.876,584.336,1.316,1126.796,6.288,597.532,-0.52,0
2015-04-29,4.784,568.8,1.58,228.44,2.904,632.684,1.328,1152.464,6.2,462.388,0.472,131.252
2015-04-30,4.712,467.252,1.544,212.24,3.092,1012.424,1.336,1171.528,6.124,351.76,2.184,450.228
2015-05-01,4.708,461.828,1.508,197.752,3.04,896.84,1.34,1182.588,6.052,270.284,1.924,321.084
2015-05-02,4.7,449.704,1.472,184.664,3.02,857.588,1.344,1192.392,6.06,279.888,1.74,245.604
2015-05-03,4.692,440.736,1.44,173.812,3.024,865.812,1.344,1187.068,6.22,488.74,1.612,195.3
2015-05-04,4.688,434.832,1.396,158.148,3.036,885.384,1.348,1198.336,6.292,605.84,1.504,137.704
2015-05-05,4.684,430.708,1.356,145.268,3.04,897.784,1.352,1210.648,6.304,629.876,1.412,97.824
2015-05-06,4.708,462.88,1.312,130.484,3.044,907.968,1.348,1195.48,6.308,636.98,1.336,70.352
2015-05-07,4.728,486.58,1.264,117.384,3.104,1032,1.356,1215.8,6.312,637.7,1.284,56.008
2015-05-08,4.736,497.896,1.212,108.016,3.076,969.744,1.42,1372.252,6.312,637.952,1.248,47.104
2015-05-09,4.712,469.252,1.156,98.584,3.068,958.176,1.568,1784.912,6.312,638.264,1.2,38.812
2015-05-10,4.7,450.872,1.096,89.716,3.116,1065.176,1.612,1932.624,6.328,670.54,1.14,30.552
2015-05-11,4.728,490.484,1.032,80.432,3.124,1085.828,1.616,1947.708,6.32,656.072,1.076,23.512
2015-05-12,5.156,1187.976,0.96,70.2,3.12,1076.4,1.612,1940.196,6.308,636.892,0.98,18.544
2015-05-13,5.204,1267.052,0.9,62.568,3.124,1080.428,1.54,1703.984,6.336,687.028,0.808,12.28
2015-05-14,5.296,1435.568,0.868,58.608,3.12,1070.964,1.488,1547.516,6.456,909.308,0.608,6.932
2015-05-15,5.308,1452.44,0.904,62.92,3.1,1028.428,1.496,1577.056,6.56,1111.648,0.444,3.972
2015-05-16,5.308,1454.56,1.008,76.612,3.096,1017.808,1.476,1524.42,6.568,1132.996,0.312,2.32
2015-05-17,5.304,1450.964,1.12,93.04,3.096,1015.792,1.4,1326.64,6.544,1082.252,0.22,1.436
2015-05-18,5.4,1630.432,1.212,108.204,3.1,1025.212,1.34,1177.084,6.504,999.652,0.148,0.948
2015-05-19,5.428,1678.804,1.256,115.496,3.096,1021.376,1.304,1106.664,6.48,950.516,0.104,0.808
2015-05-20,5.364,1562.552,1.276,120.416,3.088,1002.54,1.356,1220.672,6.412,822.348,0.1,0.8
2015-05-21,5.324,1486.952,1.28,121.204,3.028,874.372,1.38,1279.048,6.368,740.312,0.12,0.844
2015-05-22,5.308,1454.728,1.268,118.64,3.024,861.564,1.276,1051.58,6.316,645.34,0.08,0.748
2015-05-23,5.236,1323.156,1.22,109.484,3.012,843.328,1.224,955.556,6.276,577.328,0.04,0.644
2015-05-24,5.224,1305.136,1.284,123.056,2.96,746,1.188,889.096,6.224,499.912,0.008,0.564
2015-05-25,5.196,1257.828,1.356,145.292,2.96,744.984,1.128,786.944,6.232,509.572,-0.012,0.504
2015-05-26,5.228,1312.856,1.432,170.928,2.992,801.62,1.044,656.952,6.204,468.356,-0.028,0.464
2015-05-27,5.212,1285.288,1.476,185.884,2.968,761.3,1.008,605.048,6.104,329.736,-0.04,0.432
2015-05-28,5.228,1314.192,1.484,189.44,2.908,647.276,0.972,552.928,6.02,238.616,-0.052,0.404
2015-05-29,5.048,992.236,1.44,172.72,2.888,606.152,0.968,544.356,5.972,205.652,-0.06,0.388
2015-05-30,5.004,917.7,1.412,163.68,2.888,600.46,0.992,579.28,5.972,204.352,0.024,0.6
2015-05-31,5.004,913.5,1.392,157.656,2.884,594.932,0.972,549.844,5.984,217.52,0.016,0.584
2015-06-01,5.008,924.276,1.444,174.548,2.928,683.056,0.968,548.08,6.048,265.788,-0.008,0.516
2015-06-02,5.008,924.136,1.464,182.256,2.924,677.776,0.96,534.168,6.016,235.788,-0.02,0.488
2015-06-03,4.996,902.08,1.468,182.572,2.836,507.444,0.952,523.128,5.964,199.536,0.524,6.036
2015-06-04,5.012,930.724,1.452,177.796,2.84,516.324,0.976,557.432,5.948,191.112,0.856,13.76
2015-06-05,5,910.06,1.392,156.74,2.832,498.496,0.936,503.68,5.948,192.316,0.828,12.9
2015-06-06,5.004,917.384,1.38,152.652,2.824,484.536,0.944,516.092,5.964,200.88,0.716,9.476
2015-06-07,5,909.924,1.352,143.752,2.82,476.668,0.924,486.556,5.964,199.316,0.612,6.92
2015-06-08,4.992,894.772,1.316,132.344,2.816,467.964,0.928,495.696,5.948,191.848,0.528,5.308
2015-06-09,5.08,1051.944,1.284,122.324,2.792,428.284,0.936,503.516,5.936,185.764,0.46,4.216
2015-06-10,5.124,1127.304,1.264,116.82,2.78,412.06,0.92,483.772,5.948,193.112,0.4,3.336
2015-06-11,4.896,744.772,1.236,111.808,2.86,551.112,0.924,486.52,5.988,214.644,0.376,3.036
2015-06-12,5.204,1266.092,1.22,108.932,2.904,635.16,0.932,500.876,5.98,210.688,0.48,4.56
2015-06-13,5.124,1131.62,1.22,109.308,2.812,467.176,0.932,498.24,5.968,202.784,0.596,6.604
2015-06-14,4.82,618.216,1.256,116.508,2.828,491.724,0.92,483.836,5.964,199.604,0.616,6.996
2015-06-15,4.836,650.964,1.324,133.912,2.924,675.316,1.08,720.212,6.124,360.068,0.62,7.096
2015-06-16,5.22,1294.06,1.416,165.02,2.876,582.92,1.16,844.012,6.192,447.248,0.896,18.888
2015-06-17,5.14,1156.428,1.452,176.692,2.836,509.304,1.124,781.74,6.128,373.216,1.32,65.632
2015-06-18,4.864,683.476,1.452,176.716,2.812,462.996,1.104,749.736,5.996,328.412,1.332,68.932
2015-06-19,4.924,787.08,1.424,168.072,2.808,454.708,1.044,659.96,7.312,3474.228,1.376,83.164
2015-06-20,5.188,1243.764,1.4,159.204,2.804,450.728,0.984,569.096,7.3,3409.04,1.324,67.144
2015-06-21,5.204,1264.952,1.376,151.008,2.812,461.172,0.92,482.624,6.82,1756.704,1.212,40.748
2015-06-22,5.236,1325.132,1.36,146.26,2.812,463.048,0.892,447.224,6.468,929.612,1.108,26.888
2015-06-23,5.208,1278.116,1.4,159.832,2.836,507.664,0.908,467.988,6.256,549.416,1.052,21.696
2015-06-24,5.2,1263.488,1.416,164.848,2.784,420.156,0.908,470.048,6.152,386.744,1.04,21.232
2015-06-25,5.26,1369.764,1.448,175.368,2.584,161.332,0.896,452.2,6.092,315.532,2.164,485.264
2015-06-26,5.296,1431.516,1.476,186.4,2.532,113.376,0.896,451.512,6.016,235.468,3.472,1156.24
2015-06-27,5.28,1403.604,1.444,175.276,2.532,114.1,0.88,435.028,5.964,200.916,4.656,1962.368
2015-06-28,5.268,1379.928,1.28,122.212,2.536,117.988,0.86,410.02,6.02,239.608,5.772,2955.716
2015-06-29,5.26,1367.808,1.2,105.672,2.704,306.612,0.848,395.012,6.176,434.004,6.26,3468.64
2015-06-30,5.256,1360.776,1.144,97.12,2.624,199.472,0.848,393.66,6.252,541.24,5.896,3081.572
2015-07-01,5.24,1333.596,1.1,90.3,2.732,336.388,0.856,404.828,6.168,408.904,5.108,2320.252
2015-07-02,5.236,1326.184,1.188,103.836,2.776,402.092,0.864,413.616,6.1,323.804,4.584,1884.2
2015-07-03,5.232,1316.636,1.208,107.348,2.808,456.084,0.864,414.7,6.048,264.66,4.136,1569.668
2015-07-04,5.232,1320.116,1.228,110.572,2.86,551.088,0.836,380.556,6,223.248,3.668,1271.236
2015-07-05,5.224,1301.004,1.236,112.328,2.864,560.9,0.816,358.968,5.976,208.096,3.216,1007.068
2015-07-06,5.228,1311.392,1.232,111.244,2.868,565.876,0.804,342.368,5.98,210.832,2.876,828.964
2015-07-07,5.216,1288.52,1.224,110.052,2.852,535.628,0.82,361.476,5.96,197.944,2.576,681.728
2015-07-08,5.2,1258.332,1.216,108.596,2.852,537.288,0.828,371.912,5.96,197.336,2.436,600.428
2015-07-09,5.38,1594.024,1.228,110.392,2.836,506.312,0.868,415.72,6.032,249.668,2.74,763.248
2015-07-10,5.6,1988.584,1.212,107.868,2.824,486.568,0.896,455.62,6.06,277.092,2.904,842.676
2015-07-11,5.624,2030.7,1.2,106.084,2.852,531.736,0.948,520.724,6.056,272.416,2.496,633.024
2015-07-12,5.868,2485.324,1.22,109.348,2.848,524.66,0.968,547.808,6.044,259.48,2.216,468.752
2015-07-13,6.64,4131.324,1.272,119.552,2.84,512.976,1.18,888.592,6.044,260.176,2.092,401.956
2015-07-14,6.32,3400.488,1.32,133.072,2.888,607.856,1.184,882.516,6.064,280.744,2.008,358.66
2015-07-15,6.068,2850.436,1.36,146.088,2.892,615.084,1.516,2119.02,6.124,355.256,1.924,320.5
2015-07-16,8.348,8584.828,1.392,156.384,2.884,597.536,2.08,4469.624,6.96,2249.152,1.9,310.508
2015-07-17,9.828,12323.868,1.408,162.136,2.88,586.876,2.12,4730.276,7.188,2953.116,1.94,327.932
2015-07-18,8.372,8606.248,1.448,176.66,2.872,573.524,2.108,4632.82,7.824,5666.896,1.94,327.404
2015-07-19,7.42,6111.22,1.5,195.096,2.868,561.636,2.06,4351.22,8.044,6617.044,1.916,317.436
2015-07-20,6.668,4197.064,1.528,205.54,2.86,553.076,1.932,3537.6,7.896,5970.852,1.888,304.236
2015-07-21,6.184,3083.264,1.552,216.812,2.876,577.112,1.792,2765.628,7.684,5119.516,1.86,293.308
2015-07-22,5.956,2644.932,1.556,218.612,2.864,559.404,1.72,2409.476,7.612,4795.112,1.848,287.232
2015-07-23,6.192,3101.616,1.56,219.216,2.912,654.996,1.692,2275.252,7.46,4073.848,1.812,272.892
2015-07-24,6.112,2939.496,1.544,212.636,3.304,1566.8,1.732,2470.204,7.272,3265.796,1.8,268.536
2015-07-25,6.312,3358.696,1.516,200.768,3.516,2251.64,1.864,3157.128,7.144,2780.332,2.68,735.804
2015-07-26,6,2728.576,1.492,192.288,3.512,2233.852,1.86,3128.676,7.1,2627.932,4.696,1980.8
2015-07-27,5.868,2477.46,1.476,185.456,3.408,1879.784,1.764,2635.232,7.052,2464.248,5.26,2455.292
2015-07-28,5.692,2159.256,1.472,183.888,3.532,2326.796,1.692,2276.092,7.032,2390.736,5.144,2351.276
2015-07-29,5.596,1981.524,1.476,185.452,3.624,2709.604,1.624,1988.016,7.16,2835.68,4.456,1795.448
2015-07-30,5.476,1771.96,1.48,186.892,3.612,2663.028,1.68,2238.824,7.128,2717.952,3.752,1322.216
2015-07-31,5.364,1556.056,1.484,188.832,3.56,2431.892,2.088,4534.872,7.016,2334.656,3.24,1021.252
2015-08-01,5.284,1407.92,1.484,188.3,3.576,2496.724,2.152,4926.728,6.904,1991.124,2.94,859.756
2015-08-02,5.216,1291.944,1.48,187.364,3.584,2533.152,2.104,4618.436,6.824,1759.816,2.696,740.088
2015-08-03,5.152,1178.62,1.48,187.508,3.644,2796.72,2.104,4601.96,6.936,2120.38,2.468,620.124
2015-08-04,5.132,1146.06,1.484,189.18,3.7,3054.416,2.088,4516.696,7.472,4135.96,2.292,510.4
2015-08-05,5.14,1157.316,1.524,205.056,3.704,3090.012,2.06,4335.78,7.504,4264.732,2.256,490.78
2015-08-06,5.256,1367.496,1.708,303.468,3.728,3186.488,2.032,4178.82,7.484,4179.208,2.44,603.084
2015-08-07,6.372,3495.592,2.096,756.716,3.74,3230.112,2.056,4308.976,7.48,4153.636,2.54,665.712
2015-08-08,6.404,3566.068,2.288,1066.64,3.772,3351.024,2.068,4392.036,7.456,4038.668,2.404,580.74
2015-08-09,6.044,2845.24,2.372,1237.212,3.772,3350.444,2.076,4434.032,7.416,3860.372,2.224,473.284
2015-08-10,5.32,1480.776,2.424,1352.132,3.78,3389.84,2.096,4554.68,7.408,3832.448,2.108,408.968
2015-08-11,5.108,1101.224,2.456,1431.368,3.772,3358.88,2.092,4549.416,7.432,3932.152,2.016,363.888
2015-08-12,5.056,1012.388,2.544,1613.344,3.788,3407.936,2.092,4547.28,7.448,4019.02,1.936,326.712
2015-08-13,5.148,1173.032,2.68,1873.436,3.788,3421.876,2.088,4513.832,7.472,4113.884,1.928,321.96
2015-08-14,5.076,1045.8,2.688,1892.576,3.78,3386.496,2.076,4436.964,7.492,4203.124,2.028,369.676
2015-08-15,4.984,880.408,2.628,1770.38,3.744,3242.92,2.068,4386.18,7.488,4198.736,2.064,386.244
2015-08-16,4.944,811.228,2.628,1767.916,3.756,3300.42,2.072,4407.564,7.492,4210.204,2.048,378.772
2015-08-17,4.92,773.604,2.648,1808.42,3.764,3322.9,2.08,4467.032,7.476,4136.464,1.988,349.184
2015-08-18,4.9,737.184,2.668,1848.792,3.764,3327.964,2.088,4510.316,7.468,4093.692,1.9,310.668
2015-08-19,4.872,698.228,2.684,1879.228,3.776,3367.496,2.08,4471.776,7.468,4102.928,1.82,275.8
2015-08-20,4.86,676.748,2.7,1912.224,3.776,3375.076,2.08,4468.008,7.488,4194.476,1.748,247.372
2015-08-21,4.832,636.232,2.752,2021.356,3.776,3373.12,2.072,4422.492,7.508,4280.284,1.688,225.5
2015-08-22,4.888,724.984,2.776,2073.624,3.788,3415.324,2.096,4553.124,7.528,4378.04,1.648,212.616
2015-08-23,5.112,1116.08,2.796,2125.244,3.776,3375.96,2.076,4441.044,7.576,4608.708,1.952,334.652
2015-08-24,11.812,20201.5,2.816,2168.56,3.788,3411.576,1.968,3755.464,7.588,4671.172,1.68,223.208
2015-08-25,18.924,47380.844,2.824,2183.692,3.788,3412.736,1.876,3201.356,7.664,5027.204,1.6,192.248
2015-08-26,15.784,32909.464,2.824,2183.824,3.776,3374.84,1.864,3139.624,7.744,5356.784,1.58,178.832
2015-08-27,11.78,17800.188,2.82,2174.96,3.78,3380.12,1.836,2987,7.628,4856.76,1.572,174.008
2015-08-28,9.544,11586.576,2.824,2181.352,3.772,3354.524,1.724,2425.016,7.452,4025.324,1.548,159.7
2015-08-29,10.46,14099.912,2.824,2181.776,3.768,3331.96,1.784,2734.356,7.332,3509.884,1.496,132.664
2015-08-30,13.144,22043.22,2.82,2177.628,3.768,3336.236,1.768,2643.48,7.284,3317.596,1.432,105.56
