"Date","425007_level","425007_flow","425010_level","425010_flow","425012_level","425012_flow","425013_level","425013_flow","425019_level","425019_flow","425020_level","425022_level","425023_level","414203_flow","A4260505_flow","A4260509_level","A4260507_level","A4260509_flow","A4260507_flow","A4260505_level"
"2020-01-15",0.51,0,27.627,5825.744,0.592,0,0.289,0,51.501,0,56.446,53.062,53,43.534,40.267,20.574,21.771,34.383,38.332,23.726
"2020-01-16",0.51,0,27.634,5921.329,0.592,0,0.289,0,51.501,0,56.446,53.062,53,43.57,37.16,20.563,21.747,29.413,34.685,23.716
"2020-01-17",0.51,0,27.655,6219.673,0.592,0,0.289,0,51.501,0,56.446,53.062,53,43.577,38.75,20.604,21.766,30.193,34.156,23.733
"2020-01-18",0.51,0,27.668,6414.475,0.592,0,0.289,0,51.501,0,56.446,53.062,53,43.585,38.652,20.617,21.788,32.042,29.655,23.747
"2020-01-19",0.51,0,27.704,7002.622,0.592,0,0.289,0,51.501,0,56.446,53.062,53,43.599,40.465,20.572,21.801,34.409,38.331,23.752
"2020-01-20",0.51,0,27.735,7531.478,0.592,0,0.289,0,51.501,0,56.446,53.062,53,43.618,52.919,20.551,21.853,45.089,50.367,23.798
"2020-01-21",0.51,0,27.739,7614.167,0.592,0,0.289,0,51.501,0,56.446,53.062,53,43.612,60.902,20.599,21.911,54.717,58.283,23.835
"2020-01-22",0.51,0,27.739,7615.495,0.592,0,0.289,0,51.501,0,56.446,53.062,53,43.614,62.606,20.571,21.913,58.204,59.742,23.819
"2020-01-23",0.51,0,27.716,7198.579,0.592,0,0.289,0,51.501,0,56.446,53.062,53,43.639,61.201,20.542,21.859,57.617,59.249,23.783
"2020-01-24",0.51,0,27.709,7084.741,0.592,0,0.289,0,51.501,0,56.446,53.062,53,43.656,60.897,20.577,21.841,55.425,58.621,23.778
"2020-01-25",0.51,0,27.7,6931.036,0.592,0,0.289,0,51.501,0,56.446,53.062,53,43.649,60.499,20.608,21.838,54.734,57.994,23.771
"2020-01-26",0.51,0,27.706,7034.166,0.592,0,0.289,0,51.501,0,56.446,53.062,53,43.637,61.306,20.61,21.833,54.318,57.367,23.772
"2020-01-27",0.51,0,27.714,7163.736,0.592,0,0.289,0,51.501,0,56.446,53.062,53,43.631,62.158,20.612,21.842,54.79,56.74,23.782
"2020-01-28",0.51,0,27.711,7106.981,0.592,0,0.289,0,51.501,0,56.446,53.062,53,43.624,62.961,20.619,21.852,55.718,56.113,23.789
"2020-01-29",0.51,0,27.699,6909.797,0.592,0,0.289,0,51.501,0,56.446,53.062,53,43.604,63.085,20.609,21.859,56.864,55.486,23.79
"2020-01-30",0.51,0,27.685,6684.524,0.592,0,0.289,0,51.501,0,56.446,53.062,53,43.559,61.315,20.566,21.851,55.815,54.859,23.783
"2020-01-31",0.51,0,27.681,6623.159,0.592,0,0.289,0,51.501,0,56.446,53.062,53,43.558,55.263,20.544,21.818,51.019,54.232,23.759
"2020-02-01",0.51,0,27.693,6818.946,0.592,0,0.289,0,51.501,0,56.446,53.062,53,43.561,54.227,20.554,21.801,48.841,53.605,23.753
"2020-02-02",0.51,0,27.701,6949.595,0.592,0,0.289,0,51.501,0,56.446,53.062,53,43.561,55.674,20.569,21.802,48.735,52.978,23.759
"2020-02-03",0.51,0,27.699,6918.558,0.592,0,0.289,0,51.501,0,56.446,53.062,53,43.559,56.177,20.568,21.812,49.69,52.351,23.762
"2020-02-04",0.51,0,27.682,6639.667,0.592,0,0.289,0,51.501,0,56.446,53.062,53,43.55,54.556,20.558,21.815,50.661,51.724,24.652
"2020-02-05",0.51,0,27.661,6312.811,0.592,0,0.289,0,51.501,0,56.446,53.062,53,43.548,53.816,20.559,21.812,51.292,51.097,26.639
"2020-02-06",0.51,0,27.649,6129.651,0.592,0,0.289,0,51.501,0,56.446,53.062,53,43.556,61.884,20.581,21.845,57.535,50.47,24.001
"2020-02-07",0.51,0,27.646,6095.887,0.592,0,0.289,0,51.501,0,56.446,53.062,53,43.548,64.324,20.555,21.838,58.87,49.843,23.786
"2020-02-08",0.51,0,27.625,5787.916,0.592,0,0.289,0,51.501,0,56.446,53.062,53,43.536,62.359,20.538,21.828,56.876,49.216,23.785
"2020-02-09",0.51,0,27.626,5802.401,0.592,0,0.289,0,51.501,0,56.446,53.062,53,43.494,60.65,20.556,21.821,54.788,48.588,23.776
"2020-02-10",0.51,0,27.628,5828.356,0.592,0,0.289,0,51.501,0,56.446,53.062,53,43.485,61.781,20.553,21.818,54.709,47.961,23.784
"2020-02-11",0.51,0,27.615,5654.297,0.592,0,0.289,0,51.501,0,56.446,53.062,53,43.551,61.027,20.584,21.811,53.81,47.334,23.773
"2020-02-12",0.51,0,27.605,5486.015,0.592,0,0.289,0,51.501,0,56.446,53.062,53,43.57,62.021,20.666,21.81,53.835,46.707,23.777
"2020-02-13",0.51,0,27.608,5532.66,0.592,0,0.289,0,51.501,0,56.446,53.062,53,43.509,61.541,20.673,21.806,52.935,46.08,23.766
"2020-02-14",0.51,0,27.604,5464.829,0.592,0,0.289,0,51.501,0,56.446,53.062,53,43.512,59.661,20.656,21.791,51.427,45.453,23.756
"2020-02-15",0.51,0,27.621,5730.008,0.592,0,0.289,0,51.501,0,56.446,53.062,53,43.519,62.51,20.673,21.797,52.218,44.826,23.773
"2020-02-16",0.51,0,27.634,5914.285,0.592,0,0.289,0,51.501,0,56.446,53.062,53,43.51,63.72,20.693,21.825,54.564,44.199,23.793
"2020-02-17",0.51,0,27.636,5945.708,0.592,0,0.289,0,51.501,0,56.446,53.062,53,43.499,61.543,20.693,21.842,56.314,43.572,23.804
"2020-02-18",0.51,0,27.623,5766.043,0.592,0,0.289,0,51.501,0,56.446,53.062,53,43.445,60.535,20.648,21.824,54.665,42.945,23.793
"2020-02-19",0.51,0,27.611,5591.148,0.592,0,0.289,0,51.501,0,56.446,53.062,53,43.434,61.069,20.661,21.829,55.665,42.318,23.797
"2020-02-20",0.51,0,27.594,5281.944,0.592,0,0.289,0,51.501,0,56.446,53.062,53,43.451,59.129,20.578,21.828,55.757,41.691,23.788
"2020-02-21",0.51,0,27.591,5235.139,0.592,0,0.289,0,51.501,0,56.446,53.062,53,43.461,58.359,20.263,21.812,53.704,41.064,23.776
"2020-02-22",0.51,0,27.578,5020.337,0.592,0,0.289,0,51.501,0,56.446,53.062,53,43.473,53.158,20.191,21.782,49.751,40.437,23.759
"2020-02-23",0.51,0,27.568,4849.963,0.592,0,0.289,0,51.501,0,56.446,53.062,53,43.486,53.286,20.243,21.782,49.922,39.81,23.755
"2020-02-24",0.51,0,27.591,5248.063,0.592,0,0.289,0,51.501,0,56.446,53.062,53,43.498,57.095,20.268,21.789,50.25,39.182,23.769
"2020-02-25",0.51,0,27.609,5543.899,0.592,0,0.289,0,51.501,0,56.446,53.062,53,43.504,57.749,20.279,21.792,50.046,38.555,23.772
"2020-02-26",0.51,0,27.619,5705.64,0.592,0,0.289,0,51.501,0,56.446,53.062,53,43.514,57.384,20.312,21.795,49.236,37.928,23.777
"2020-02-27",0.51,0,27.626,5807.663,0.592,0,0.289,0,51.501,0,56.446,53.062,53,43.518,53.043,20.278,21.781,46.448,37.301,23.768
"2020-02-28",0.51,0,27.618,5698.788,0.592,0,0.289,0,51.501,0,56.446,53.062,53,43.513,50.98,20.108,21.778,46.66,36.674,23.758
"2020-02-29",0.51,0,27.615,5651.538,0.592,0,0.289,0,51.501,0,56.446,53.062,53,43.496,50.522,20.114,21.768,45.959,36.047,23.746
"2020-03-01",0.51,0,27.612,5596.107,0.592,0,0.289,0,51.501,0,56.446,53.062,53,43.466,48.718,20.319,21.758,44.948,35.42,23.733
"2020-03-02",0.51,0,27.627,5824.314,0.592,0,0.289,0,51.501,0,56.446,53.062,53,43.447,50.824,20.559,21.757,44.816,34.793,23.748
"2020-03-03",0.51,0,27.66,6303.458,0.592,0,0.289,0,51.501,0,56.446,53.062,53,43.399,54.551,20.319,21.792,47.24,34.166,23.787
"2020-03-04",0.51,0,27.702,6968.934,0.592,0,0.289,0,51.501,0,56.446,53.062,53,43.384,56.041,20.336,21.83,51.101,33.539,23.809
"2020-03-05",0.51,0,27.681,6626.159,0.592,0,0.289,0,51.501,0,56.446,53.062,53,43.369,52.519,20.268,21.805,49.671,32.912,23.776
"2020-03-06",0.51,0,27.649,6138.396,0.592,0,0.289,0,51.501,0,56.446,53.062,53,43.357,49.914,20.246,21.775,47.122,32.285,23.747
"2020-03-07",0.51,0,27.627,5822.451,0.592,0,0.289,0,51.501,0,56.446,53.062,53,43.329,48.395,20.259,21.749,44.261,31.658,23.731
"2020-03-08",0.51,0,27.621,5732.519,0.592,0,0.289,0,51.501,0,56.446,53.062,53,43.291,49.244,20.267,21.743,43.217,31.031,23.73
"2020-03-09",0.51,0,27.611,5593.051,0.592,0,0.289,0,51.501,0,56.446,53.062,53,43.222,49.693,20.284,21.752,43.727,30.404,23.734
"2020-03-10",0.51,0,27.586,5158.049,0.592,0,0.289,0,51.501,0,56.726,53.062,53,43.171,50.666,20.267,21.755,44.593,29.777,23.747
"2020-03-11",0.51,0,27.561,4733.753,0.592,0,0.289,0,51.501,0,58.215,53.062,53,43.132,49.413,20.253,21.743,44.973,29.149,23.741
"2020-03-12",0.51,0,27.56,4734.17,0.592,0,0.289,0,51.501,0,59.248,53.062,53,43.099,46.563,20.264,21.725,41.961,28.522,23.731
"2020-03-13",0.51,0,27.538,4393.851,0.592,0,0.289,0,51.501,0,59.708,53.062,53,43.123,37.236,20.274,21.655,32.157,27.895,23.704
"2020-03-14",0.51,0,27.53,4280.241,0.592,0,0.289,0,51.501,0,59.888,53.062,53,43.132,36.8,20.263,21.68,31.916,27.268,23.709
"2020-03-15",0.51,0,27.5,3881.143,0.592,0,0.289,0,51.501,0,59.941,53.062,53,43.127,35.273,20.263,21.689,32.24,26.641,23.706
"2020-03-16",0.51,0,27.465,3450.281,0.592,0,0.289,0,51.501,0,59.977,53.062,53,43.132,29.038,20.199,21.668,27.989,26.014,23.676
"2020-03-17",0.51,0,27.483,3654.016,0.592,0,0.289,0,51.501,0,60.012,53.062,53,43.125,21.075,20.054,21.591,20.212,25.387,23.628
"2020-03-18",0.51,0,27.509,3983.988,0.592,0,0.289,0,51.501,0,60.114,53.062,53,43.107,21.679,20.031,21.582,17.783,24.76,23.639
"2020-03-19",0.51,0,27.524,4192.062,0.594,0,0.289,0,51.501,0,60.361,53.062,53,43.087,21.714,20.064,21.619,16.508,24.133,23.64
"2020-03-20",0.51,0,27.53,4271.382,0.646,0,0.289,0,51.501,0,60.637,53.062,53,43.063,22.15,20.091,21.632,17.161,23.506,23.64
"2020-03-21",0.51,0,27.529,4267.163,0.74,0,0.289,0,51.501,0,60.886,53.062,53,43.047,21.635,20.095,21.639,17.744,22.879,23.638
"2020-03-22",0.51,0,27.523,4174.613,0.843,0,0.289,0,51.501,0,61.105,53.062,53,42.992,21.484,20.074,21.638,17.628,22.252,23.631
"2020-03-23",0.51,0,27.526,4215.184,0.941,0,0.289,0,51.501,0,61.284,53.062,53,42.927,21.659,20.052,21.633,17.571,21.625,23.632
"2020-03-24",0.51,0,27.529,4262.726,1.008,0,0.289,0,51.501,0,61.403,53.062,53,42.867,21.834,20.05,21.639,17.723,21.005,23.639
"2020-03-25",0.51,0,27.522,4163.378,1.101,20.117,0.289,0,51.501,0,61.462,53.062,53,42.827,21.653,20.054,21.64,17.648,20.527,23.64
"2020-03-26",0.51,0,27.5,3869.184,1.368,307.791,0.289,0,51.501,0,61.48,53.062,53,42.798,21.093,20.062,21.64,17.639,20.416,23.638
"2020-03-27",0.51,0,27.462,3408.961,1.725,1191.542,0.289,0,51.501,0,61.481,53.062,53,42.775,19.75,20.037,21.633,17.442,19.861,23.626
"2020-03-28",0.51,0,27.429,3058.995,1.95,2162.496,0.289,0,51.501,0,61.462,53.168,53,42.746,18.327,20.028,21.607,16.425,18.438,23.609
"2020-03-29",0.51,0,27.432,3082.249,2.086,2906.475,0.289,0,51.501,0,61.426,53.916,53,42.718,16.421,20.031,21.578,14.002,16.285,23.598
"2020-03-30",0.51,0,27.45,3275.443,2.143,3260.692,0.289,0,51.501,0,61.394,54.054,53,42.716,13.624,19.977,21.538,8.752,12.993,23.595
"2020-03-31",0.51,0,27.483,3663.171,2.191,3568.317,0.289,0,51.501,0,61.364,54.131,53,42.742,14.489,19.988,21.562,7.764,14.027,23.618
"2020-04-01",0.51,0,27.49,3747.635,2.136,3211.637,0.289,0,51.501,0,61.345,54.104,53,42.816,14.707,19.989,21.607,9.142,15.354,23.643
"2020-04-02",0.51,0,27.491,3764.433,2.119,3106.889,0.289,0,51.501,0,61.329,54.079,53,42.927,16.002,19.891,21.619,11.649,16.944,23.64
"2020-04-03",0.51,0,27.526,4217.776,2.115,3079.255,0.289,0,51.501,0,61.311,54.073,53,42.986,23.57,19.864,21.646,19.824,24.051,23.663
"2020-04-04",0.51,0,27.497,3834.007,2.114,3071.515,0.289,0,51.501,0,61.304,54.071,53,42.993,23.382,19.872,21.636,20.366,23.946,23.647
"2020-04-05",0.51,0,27.469,3492.904,2.097,2973.234,0.289,0,51.501,0,61.302,54.054,53,43.007,21.878,19.882,21.617,19.634,22.914,23.629
"2020-04-06",0.51,0,27.475,3558.285,2.059,2743.915,0.289,0,51.501,0,61.334,54.002,53,43.004,22.313,19.889,21.603,18.74,22.397,23.623
"2020-04-07",0.51,0,27.488,3720.348,2.04,2635.349,0.289,0,51.501,0,61.363,53.977,53,43.001,23.677,19.892,21.612,18.835,23.074,23.632
"2020-04-08",0.51,0,27.497,3836.623,2.033,2594.618,0.289,0,51.501,0,61.396,53.969,53,43.025,24.888,19.908,21.637,19.365,24.222,23.644
"2020-04-09",0.51,0,27.503,3906.641,2.004,2431.983,0.289,0,51.501,0,61.429,53.933,53,43.04,25.563,19.931,21.711,19.519,25.123,23.661
"2020-04-10",0.802,556.921,27.518,4107.181,1.959,2193.823,0.289,0,51.501,0,61.451,53.879,53,43.038,25.044,19.896,21.777,19.579,25.317,23.667
"2020-04-11",1.383,1602.531,27.501,3885.971,1.909,1944.819,0.289,0,51.501,0,61.478,53.819,53,43.035,25.512,19.848,21.837,18.956,24.973,23.661
"2020-04-12",1.617,1921.426,27.555,4696.436,1.856,1701.973,0.289,0,51.501,0,61.5,53.756,53,43.045,26.874,19.87,21.925,18.528,25.868,23.667
"2020-04-13",1.712,2043.467,27.648,6119.763,1.799,1457.428,0.289,0,51.501,0,61.513,53.694,53,43.093,29.881,19.909,22.015,20.515,27.909,23.693
"2020-04-14",1.743,2083.031,27.702,6989.569,1.7,1079.306,0.289,0,51.501,0,61.523,53.581,53,43.142,29.591,19.913,22.089,23.298,29.045,23.704
"2020-04-15",1.736,2074.414,27.664,6365.939,1.628,845.557,0.289,0,51.501,0,61.534,53.503,53,43.202,26.302,19.867,22.1,24.387,27.258,23.68
"2020-04-16",1.699,2027.777,27.618,5694.888,1.51,544.746,0.289,0,51.501,0,61.568,53.381,53,43.25,21.677,19.786,22.066,21.087,22.798,23.636
"2020-04-17",1.638,1949.542,27.612,5607.8,1.453,423.606,0.289,0,51.501,0,61.592,53.318,53,43.291,16.838,19.782,22.037,14.647,17.668,23.612
"2020-04-18",1.561,1848.669,27.62,5720.709,1.435,388.625,0.289,0,51.501,0,61.607,53.299,53,43.29,17.474,19.796,22.021,13.817,17.19,23.614
"2020-04-19",1.476,1733.715,27.641,6024.144,1.428,375.169,0.289,0,51.501,0,61.615,53.289,53,43.307,18.964,19.823,22.024,13.954,18.133,23.629
"2020-04-20",1.371,1587.124,27.667,6404.517,1.425,368.032,0.289,0,51.501,0,61.61,53.288,53,43.299,19.953,19.834,22.039,14.995,19.093,23.632
"2020-04-21",1.247,1408.274,27.692,6793.884,1.425,368.476,0.289,0,51.501,0,61.586,53.287,53,43.248,20.567,19.826,22.044,15.822,19.697,23.639
"2020-04-22",1.122,1212.603,27.701,6950.239,1.419,357.993,0.289,0,51.501,0,61.561,53.28,53,43.172,20.462,19.837,22.059,16.728,20.197,23.642
"2020-04-23",1.024,1015.169,27.651,6181.752,1.412,344.119,0.289,0,51.501,0,61.538,53.274,53,43.076,20.066,19.853,22.06,16.99,20.072,23.647
"2020-04-24",0.966,853.866,27.603,5443.672,1.41,341.757,0.289,0,51.501,0,61.517,53.271,53,43.016,20.323,19.929,22.062,17.032,20.002,23.643
"2020-04-25",0.924,723.882,27.619,5711.589,1.411,342.893,0.289,0,51.501,0,61.495,53.272,53,43.027,21.66,19.811,22.069,17.547,20.948,23.652
"2020-04-26",0.892,613.673,27.626,5812.265,1.416,352.646,0.289,0,51.501,0,61.478,53.279,53,43.002,21.968,19.5,22.072,17.901,21.175,23.659
"2020-04-27",0.862,514.232,27.614,5623.12,1.421,360.906,0.289,0,51.501,0,61.464,53.282,53,42.971,22.295,19.911,22.082,18.4,21.699,23.66
"2020-04-28",0.842,448.377,27.593,5278.426,1.427,372.865,0.289,0,51.501,0,61.458,53.289,53,42.949,21.568,19.954,22.094,19.015,22.271,23.664
"2020-04-29",0.827,402.925,27.588,5186.748,1.425,369.561,0.289,0,51.501,0,61.444,53.288,53,42.938,20.225,19.932,22.102,19.234,22.988,23.672
"2020-04-30",0.818,375.47,27.586,5152.45,1.406,334.408,0.289,0,51.501,0,61.406,53.269,53,42.923,19.01,19.911,22.077,17.557,19.569,23.652
"2020-05-01",0.813,358.709,27.589,5202.247,1.344,231.611,0.289,0,51.501,0,61.393,53.205,53,42.926,19.672,19.942,22.061,16.722,19.224,23.648
"2020-05-02",0.803,332.156,27.573,4930.585,1.311,185.348,0.289,0,51.501,0,61.388,53.174,53,42.933,20.31,19.959,22.06,16.827,19.785,23.641
"2020-05-03",0.793,304.882,27.536,4370.989,1.315,190.62,0.289,0,51.501,0,61.388,53.177,53,42.948,19.526,19.958,22.058,16.758,19.586,23.636
"2020-05-04",0.786,285.107,27.495,3805.457,1.33,210.811,0.289,0,51.501,0,61.398,53.192,53,42.961,17.455,19.946,22.044,15.993,18.024,23.617
"2020-05-05",0.779,267.749,27.469,3492.032,1.332,213.822,0.289,0,51.501,0,61.417,53.192,53,42.995,16.34,19.884,22.019,14.761,16.629,23.599
"2020-05-06",0.775,257.796,27.478,3605.195,1.331,212.508,0.289,0,51.501,0,61.418,53.19,53,43.009,16.352,19.738,22.008,13.812,16.048,23.593
"2020-05-07",0.772,249.438,27.507,3960.61,1.326,204.597,0.289,0,51.501,0,61.374,53.188,53,42.998,17.18,19.737,21.992,13.923,16.401,23.604
"2020-05-08",0.767,236.408,27.551,4594.565,1.322,199.657,0.289,0,51.501,0,61.34,53.184,53,43.01,19.234,19.687,21.942,15.683,17.694,23.621
"2020-05-09",0.762,225.802,27.555,4645.24,1.321,198.214,0.289,0,51.501,0,61.326,53.184,53,43.043,20.603,19.627,21.864,15.747,19.098,23.632
"2020-05-10",0.757,214.343,27.564,4786.177,1.327,206.057,0.289,0,51.501,0,61.316,53.188,53,43.217,19.395,19.608,21.805,15.276,18.865,23.637
"2020-05-11",0.749,196.002,27.605,5456.236,1.338,222.59,0.289,0,51.501,0,61.306,53.199,53,43.509,13.318,19.604,21.718,11.66,14.171,23.606
"2020-05-12",0.738,170.496,27.639,5988.772,1.338,222.956,0.289,0,51.501,0,61.292,53.2,53,43.808,6.199,19.524,21.609,8.094,8.892,23.533
"2020-05-13",0.728,150.167,27.68,6614.171,1.338,222.205,0.289,0,51.501,0,61.276,53.2,53,43.989,11.757,19.535,21.549,5.215,9.8,23.559
"2020-05-14",0.718,131.51,27.764,7999.495,1.333,214.519,0.289,0,51.501,0,61.255,53.195,53,44.105,15.108,19.618,21.577,7.312,13.711,23.606
"2020-05-15",0.712,119.857,27.876,9653.802,1.332,213.567,0.289,0,51.501,0,61.228,53.193,53,44.167,21.637,19.637,21.647,14.304,19.883,23.642
"2020-05-16",0.708,112.228,27.987,11378.469,1.331,212.882,0.289,0,51.501,0,61.19,53.192,53,44.206,25.033,19.628,21.696,17.452,22.929,23.666
"2020-05-17",0.705,107.194,28.03,12029.011,1.334,216.583,0.289,0,51.501,0,61.143,53.193,53,44.215,26.137,19.612,21.732,19.225,24.747,23.695
"2020-05-18",0.703,104.322,28.083,12798.007,1.335,218.556,0.289,0,51.501,0,61.096,53.194,53,44.194,26.823,19.642,21.767,19.15,25.101,23.729
"2020-05-19",0.7,99.178,28.119,13336.741,1.33,210.714,0.289,0,51.501,0,61.063,53.19,53,44.139,33.238,19.871,21.841,28.006,30.121,23.772
"2020-05-20",0.698,94.352,28.139,13650.786,1.322,199.595,0.289,0,51.501,0,61.055,53.184,53,44.043,39.361,20.032,21.896,36.46,25.795,23.789
"2020-05-21",0.698,95.586,28.143,13723.548,1.324,201.735,0.289,0,51.501,0,61.069,53.185,53,44.016,45.513,20.156,21.902,41.056,20.504,23.79
"2020-05-22",0.699,96.723,28.132,13542.908,1.324,202.366,0.289,0,51.501,0,61.083,53.184,53,44.02,45.807,20.202,21.907,41.898,15.213,23.788
"2020-05-23",0.7,99.226,28.094,12959.499,1.323,200.031,0.289,0,51.501,0,61.096,53.183,53,44.024,44.119,20.187,21.896,41.524,9.921,23.774
"2020-05-24",0.705,106.261,28.049,12295.124,1.326,204.853,0.289,0,51.501,0,61.114,53.185,53,44.038,39.985,20.176,21.861,38.811,4.63,23.736
"2020-05-25",0.706,109.195,28.049,12294.353,1.326,204.543,0.289,0,51.501,0,61.127,53.184,53,44.052,34.785,20.189,21.788,33.847,0.372,23.684
"2020-05-26",0.707,110.871,28.063,12503.13,1.327,206.581,0.289,0,51.501,0,61.136,53.185,53,44.06,34.784,20.19,21.762,31.338,0.349,23.68
"2020-05-27",0.709,114.022,28.068,12563.234,1.328,207.573,0.289,0,51.501,0,61.145,53.186,53,44.067,35.438,20.17,21.762,31.2,2.008,23.682
"2020-05-28",0.712,119.282,28.073,12642.709,1.337,220.667,0.289,0,51.501,0,61.152,53.194,53,44.063,35.966,20.089,21.769,31.733,3.793,23.689
"2020-05-29",0.713,121.267,28.076,12685.911,1.343,230.285,0.289,0,51.501,0,61.16,53.2,53,44.049,36.378,20.025,21.772,32.057,5.578,23.692
"2020-05-30",0.713,121.249,28.078,12720.988,1.344,230.914,0.289,0,51.501,0,61.163,53.2,53,44.033,35.984,19.959,21.786,31.654,7.363,23.706
"2020-05-31",0.712,119.865,28.092,12931.009,1.339,224.41,0.289,0,51.501,0,61.165,53.197,53,44.02,34.515,19.833,21.804,28.125,9.147,23.731
"2020-06-01",0.716,126.489,28.102,13073.348,1.345,233.146,0.289,0,51.501,0,61.167,53.203,53,44.007,31.614,19.783,21.798,24.933,10.932,23.744
"2020-06-02",0.716,127.325,28.107,13162.226,1.347,235.989,0.289,0,51.501,0,61.167,53.206,53,43.986,32.451,19.794,21.827,25.939,12.717,23.768
"2020-06-03",0.716,127.832,28.106,13135.353,1.347,236.361,0.289,0,51.501,0,61.169,53.205,53,43.958,33.222,19.764,21.867,24.74,14.502,23.8
"2020-06-04",0.715,124.61,28.098,13023.893,1.347,236.743,0.289,0,51.501,0,61.172,53.204,53,43.926,33.21,19.795,21.902,26.709,16.287,23.812
"2020-06-05",0.713,121.814,28.087,12850.412,1.347,236.246,0.289,0,51.501,0,61.175,53.203,53,43.894,32.639,19.782,21.926,25.818,18.072,23.828
"2020-06-06",0.712,119.097,28.065,12522.646,1.342,229.222,0.289,0,51.501,0,61.175,53.2,53,43.858,31.178,19.766,21.953,23.421,19.857,23.856
"2020-06-07",0.712,119.357,28.006,11700.026,1.341,227.433,0.289,0,51.501,0,61.176,53.199,53,43.801,28.932,19.804,21.962,23.803,21.641,23.844
"2020-06-08",0.713,120.683,27.989,11461.549,1.343,230.252,0.289,0,51.501,0,61.179,53.2,53,43.75,25.861,19.794,21.935,22.436,23.426,23.817
"2020-06-09",0.712,119.825,27.992,11498.227,1.346,233.938,0.289,0,51.501,0,61.183,53.202,53,43.756,25.067,19.767,21.907,20.707,24.722,23.801
"2020-06-10",0.713,122.059,27.97,11139.791,1.348,237.067,0.289,0,51.501,0,61.186,53.203,53,43.749,24.36,19.756,21.889,19.617,24.159,23.798
"2020-06-11",0.717,128.648,27.947,10754.197,1.349,239.203,0.289,0,51.501,0,61.19,53.204,53,43.733,22.936,19.749,21.876,18.821,23.272,23.786
"2020-06-12",0.718,131.261,27.936,10563.127,1.349,239.007,0.289,0,51.501,0,61.193,53.203,53,43.717,22.009,19.692,21.859,17.922,21.762,23.771
"2020-06-13",0.721,136.425,27.93,10470.414,1.347,236.778,0.289,0,51.501,0,61.194,53.202,53,43.726,21.172,19.713,21.848,16.886,19.714,23.768
"2020-06-14",0.724,141.847,27.922,10345.264,1.346,234.949,0.289,0,51.501,0,61.194,53.201,53,43.779,20.82,19.731,21.836,16.658,20.991,23.752
"2020-06-15",0.725,144.225,27.922,10344.76,1.338,222.495,0.289,0,51.501,0,61.194,53.193,53,43.905,21.062,19.733,21.812,17.92,21.873,23.718
"2020-06-16",0.726,145.799,27.921,10319.515,1.333,215.161,0.289,0,51.501,0,61.194,53.187,53,43.987,21.073,19.716,21.78,16.506,21.061,23.701
